"course","female","ethnicity","first_gen","lowincome","grade","high_school_gpa","id_var","treatment_flag"
"Entry Bio",1,"Other",0,0,2.3,3.48443589009075,66,"Control"
"Entry Bio",0,"White",0,0,2,2.94767791088266,67,"Control"
"Entry Bio",0,"White",0,0,3,3.50154043790624,68,"Control"
"Entry Bio",1,"White",0,0,2,3.56209847948532,69,"Control"
"Entry Bio",0,"Other",0,0,2,3.92829324573386,70,"Control"
"Entry Bio",0,"White",1,1,3.7,3.951550041041,71,"Control"
"Entry Bio",1,"Asian",0,1,1,3.45897818474288,72,"Control"
"Entry Bio",1,"Other",0,0,3,3.31091035963276,73,"Control"
"Entry Bio",1,"White",0,0,3,3.36624735329436,74,"Control"
"Entry Bio",1,"White",0,0,1,3.5788651179807,75,"Control"
"Entry Bio",0,"White",0,1,3,3.72068813710042,76,"Control"
"Entry Bio",0,"Underrep Student of Color",1,0,2,3.54924570057166,77,"Control"
"Entry Bio",0,"White",1,1,2.7,2.96791912684209,78,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,4,3.91847716021124,79,"Control"
"Entry Bio",0,"Other",0,0,2.3,3.71919064887716,80,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.7,3.91029701715423,81,"Control"
"Entry Bio",0,"Other",1,0,0.7,3.28097942145209,82,"Control"
"Entry Bio",0,"White",0,0,2.7,3.41984094399421,83,"Control"
"Entry Bio",1,"White",0,0,0,3.91077882821979,84,"Control"
"Entry Bio",0,"White",0,0,3.7,3.79961894592464,85,"Control"
"Entry Bio",0,"White",0,0,0,3.70675507190792,86,"Control"
"Entry Bio",1,"White",0,0,0,3.76609247223384,87,"Control"
"Entry Bio",0,"White",0,0,4,3.85834076136698,88,"Control"
"Entry Bio",0,"Asian",0,0,2.3,3.79536883578317,89,"Control"
"Entry Bio",0,"White",0,0,1,3.88150294172897,90,"Control"
"Entry Bio",0,"Asian",0,0,1.7,3.36984766623767,91,"Control"
"Entry Bio",0,"White",0,0,3,3.48062120871094,92,"Control"
"Entry Bio",0,"White",0,0,2,3.44410108779321,93,"Control"
"Entry Bio",1,"White",0,0,3.7,3.67214652500732,94,"Control"
"Entry Bio",0,"Underrep Student of Color",1,0,0.7,3.81495259395186,95,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,2,3.89351155186547,96,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3.3,3.51983164634277,97,"Control"
"Entry Bio",0,"White",0,0,2.3,3.68383772805757,98,"Control"
"Entry Bio",0,"White",1,0,2,3.79509917129987,99,"Control"
"Entry Bio",0,"White",1,1,2,3.59083210100045,100,"Control"
"Entry Bio",0,"Other",0,0,2,3.077336034796,101,"Control"
"Entry Bio",0,"White",0,0,4,3.91447756764656,102,"Control"
"Entry Bio",0,"White",0,0,1,3.47662901202817,103,"Control"
"Entry Bio",1,"Other",0,0,2.7,3.26859065255932,104,"Control"
"Entry Bio",1,"White",0,0,4,3.72649216375528,105,"Control"
"Entry Bio",1,"Asian",0,0,4,3.30170874379428,106,"Control"
"Entry Bio",1,"Other",0,1,1,3.53324867203315,107,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3,3.87080142606938,108,"Control"
"Entry Bio",0,"White",0,0,4,3.13757951452926,109,"Control"
"Entry Bio",1,"White",0,0,2,3.65632167772822,110,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3.3,3.69005436065773,111,"Control"
"Entry Bio",1,"White",0,0,2.3,3.95427829091339,112,"Control"
"Entry Bio",0,"White",0,0,2.7,3.85562891687628,113,"Control"
"Entry Bio",0,"White",0,0,2,3.29636899649341,114,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2.7,3.99306788183022,115,"Control"
"Entry Bio",0,"White",0,0,4,3.73551686818067,116,"Control"
"Entry Bio",1,"Underrep Student of Color",0,1,2.7,3.80900649579836,117,"Control"
"Entry Bio",0,"Other",0,0,4,3.73762129806832,118,"Control"
"Entry Bio",0,"White",0,0,2.7,3.84568837338556,119,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,4,3.53796124927413,120,"Control"
"Entry Bio",0,"White",0,0,1.7,3.6486080838824,121,"Control"
"Entry Bio",0,"Asian",1,0,3,3.45941489117152,122,"Control"
"Entry Bio",1,"Other",0,0,1.7,3.49284427733064,123,"Control"
"Entry Bio",0,"Asian",0,0,2,3.38713553943043,124,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3.3,3.88275548743275,125,"Control"
"Entry Bio",1,"White",0,1,1.3,3.87629285518808,126,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3.3,3.97427133972248,127,"Control"
"Entry Bio",0,"Other",0,0,2,3.54186280557138,128,"Control"
"Entry Bio",0,"White",0,0,3,3.97129522080751,129,"Control"
"Entry Bio",0,"White",0,0,1,3.71982459637286,130,"Control"
"Entry Bio",0,"White",0,0,3.3,3.39649143714178,131,"Control"
"Entry Bio",1,"White",0,0,4,3.83848175085706,132,"Control"
"Entry Bio",0,"White",1,0,1.7,3.74453217225044,133,"Control"
"Entry Bio",0,"White",0,0,0,3.73571288447469,134,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,0,3.82220777137255,135,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.3,3.86610135844297,136,"Control"
"Entry Bio",0,"White",0,1,3,3.62256908669807,137,"Control"
"Entry Bio",1,"Asian",0,0,3.7,3.59057003614082,138,"Control"
"Entry Bio",0,"White",0,0,2,3.52885483082506,139,"Control"
"Entry Bio",1,"White",0,0,3.3,3.81470245961241,140,"Control"
"Entry Bio",0,"White",0,0,3,3.29881472046121,141,"Control"
"Entry Bio",0,"White",0,0,1,3.39982103371709,142,"Control"
"Entry Bio",0,"Asian",0,1,2,3.49258104128629,143,"Control"
"Entry Bio",0,"White",0,0,1,3.49317341560336,144,"Control"
"Entry Bio",1,"White",0,1,2.3,3.21410978240897,145,"Control"
"Entry Bio",1,"White",0,0,4,3.80748245355446,146,"Control"
"Entry Bio",1,"White",0,1,2.7,3.16828941010025,147,"Control"
"Entry Bio",1,"Other",0,0,1.7,3.60927636130013,148,"Control"
"Entry Bio",0,"White",0,0,2,3.88099771854414,149,"Control"
"Entry Bio",0,"White",0,0,2,3.82427192900778,150,"Control"
"Entry Bio",0,"White",0,0,1.3,3.9336115553234,151,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,2.3,3.4908270042063,152,"Control"
"Entry Bio",1,"Underrep Student of Color",0,1,2.3,3.91421346949199,153,"Control"
"Entry Bio",0,"White",0,0,3.3,3.94583635386552,154,"Control"
"Entry Bio",1,"Other",0,0,4,3.17128907466743,155,"Control"
"Entry Bio",0,"White",0,0,3.3,3.76097357378821,156,"Control"
"Entry Bio",0,"White",0,0,1,3.59543113909606,157,"Control"
"Entry Bio",1,"White",0,0,2,3.69360673764325,158,"Control"
"Entry Bio",1,"White",0,0,2,3.29432076615912,159,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.3,3.22473234057905,160,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.7,3.62796740810386,161,"Control"
"Entry Bio",0,"White",0,1,3,3.53548905693199,162,"Control"
"Entry Bio",0,"White",0,0,2.7,3.48156892191005,163,"Control"
"Entry Bio",0,"White",0,0,2,3.70839630391005,164,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,3.3,3.44024983160678,165,"Control"
"Entry Bio",1,"Asian",0,0,2.7,3.56859376110871,166,"Control"
"Entry Bio",0,"White",0,1,3.3,3.92974507865062,167,"Control"
"Entry Bio",1,"Asian",0,0,2.7,3.76461674108346,168,"Control"
"Entry Bio",0,"White",1,0,2.3,3.57673659214622,169,"Control"
"Entry Bio",1,"White",0,0,3.3,3.64563655126347,170,"Control"
"Entry Bio",1,"White",1,1,2.7,3.75626747941781,171,"Control"
"Entry Bio",1,"White",0,0,4,3.87369882758852,172,"Control"
"Entry Bio",1,"White",0,0,3,3.0563090578774,173,"Control"
"Entry Bio",1,"Other",0,0,2,3.28999878756262,174,"Control"
"Entry Bio",1,"White",0,0,0,3.37831879261082,175,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,1,3.78781625946324,176,"Control"
"Entry Bio",1,"White",0,1,3.7,3.09992211540021,177,"Control"
"Entry Bio",0,"White",0,0,2,3.79246138474537,178,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3,3.76721835166731,179,"Control"
"Entry Bio",1,"White",0,0,2,2.98817149413375,180,"Control"
"Entry Bio",0,"Underrep Student of Color",1,0,4,3.15465556644309,181,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.3,3.04824173565686,182,"Control"
"Entry Bio",0,"White",0,0,1,3.42926171131909,183,"Control"
"Entry Bio",0,"White",0,1,3.7,3.44266565521545,184,"Control"
"Entry Bio",0,"White",1,0,3,3.8410722481105,185,"Control"
"Entry Bio",1,"White",0,0,3.3,3.52004855379296,186,"Control"
"Entry Bio",0,"White",0,0,2,3.24531069410844,187,"Control"
"Entry Bio",0,"White",0,0,1,3.60671388834498,188,"Control"
"Entry Bio",1,"White",0,0,3,3.37974568767158,189,"Control"
"Entry Bio",1,"White",0,0,3.7,3.68552874084313,190,"Control"
"Entry Bio",0,"White",0,0,3,3.99893336593989,191,"Control"
"Entry Bio",1,"Other",0,1,3,3.46312088999396,192,"Control"
"Entry Bio",0,"Asian",0,0,0,3.38896743969607,193,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,0.7,3.85909806976234,194,"Control"
"Entry Bio",1,"White",0,0,3.7,3.55147737515031,195,"Control"
"Entry Bio",0,"White",0,1,3,3.58451855302327,196,"Control"
"Entry Bio",1,"White",0,0,4,3.63090684547992,197,"Control"
"Entry Bio",1,"White",0,0,1.7,3.45072954924029,198,"Control"
"Entry Bio",0,"Asian",0,0,4,3.27524120330477,199,"Control"
"Entry Bio",0,"White",0,0,0,3.46857877826729,200,"Control"
"Entry Bio",1,"White",1,0,2.7,3.62057014068854,201,"Control"
"Entry Bio",0,"Asian",0,0,2.7,3.31516931577373,202,"Control"
"Entry Bio",0,"White",1,0,3,3.39620402679891,203,"Control"
"Entry Bio",0,"Asian",0,1,3,3.90269193661518,204,"Control"
"Entry Bio",1,"White",0,0,2,3.4556855359654,205,"Control"
"Entry Bio",0,"White",0,0,2,3.20284624380958,206,"Control"
"Entry Bio",0,"White",0,0,3,3.77569190687104,207,"Control"
"Entry Bio",1,"White",0,0,1.3,3.49984707199232,208,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2,3.52763461909152,209,"Control"
"Entry Bio",0,"White",0,1,3,3.98978146699902,210,"Control"
"Entry Bio",0,"White",0,0,2,3.42555560300493,211,"Control"
"Entry Bio",1,"White",0,0,3,3.64822164697303,212,"Control"
"Entry Bio",0,"Other",0,1,2,3.97269723883833,213,"Control"
"Entry Bio",0,"White",0,0,1,3.64085921093584,214,"Control"
"Entry Bio",1,"White",0,1,3,3.80038234881256,215,"Control"
"Entry Bio",0,"White",0,0,3,3.60035828117331,216,"Control"
"Entry Bio",0,"White",0,0,2.7,3.66020396978473,217,"Control"
"Entry Bio",1,"White",0,0,1.3,3.57360587955859,218,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,1,3.15603699187444,219,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,0,3.93732366962306,220,"Control"
"Entry Bio",0,"White",1,0,2,3.81586430709368,221,"Control"
"Entry Bio",0,"Other",0,0,2.7,3.64747395161667,222,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3,3.85375645107375,223,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.3,3.34839991201873,224,"Control"
"Entry Bio",1,"Other",1,0,3,3.76701370719617,225,"Control"
"Entry Bio",0,"White",0,0,1.3,3.75497283094475,226,"Control"
"Entry Bio",0,"White",0,0,3.7,3.93655588922318,227,"Control"
"Entry Bio",0,"Other",0,0,4,3.50888273745675,228,"Control"
"Entry Bio",0,"White",0,0,4,2.60085035098624,229,"Control"
"Entry Bio",0,"White",0,0,4,3.90085767639335,230,"Control"
"Entry Bio",0,"Asian",0,0,2.3,3.75778508593063,231,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,1.7,3.3262574911797,232,"Control"
"Entry Bio",0,"White",0,0,2,3.65003236285537,233,"Control"
"Entry Bio",0,"White",0,0,3.3,3.38543163232409,234,"Control"
"Entry Bio",1,"Other",0,0,4,3.5199878498579,235,"Control"
"Entry Bio",0,"White",0,0,3,3.16654883141689,236,"Control"
"Entry Bio",0,"White",0,0,4,3.75292449685579,237,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.7,2.95151587826365,238,"Control"
"Entry Bio",1,"White",1,0,1.3,3.07433522024211,239,"Control"
"Entry Bio",0,"White",0,0,2,3.48756444127028,240,"Control"
"Entry Bio",0,"White",0,0,4,3.63072544640091,241,"Control"
"Entry Bio",1,"White",0,0,2,3.26669272865586,242,"Control"
"Entry Bio",0,"Asian",0,0,3.7,3.34474980006047,243,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.7,3.97687917474356,244,"Control"
"Entry Bio",0,"Asian",0,1,2.7,3.68244171477362,245,"Control"
"Entry Bio",0,"White",0,0,3,3.59875755557326,246,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,3,3.56187273091721,247,"Control"
"Entry Bio",1,"White",1,0,4,3.79045199093272,248,"Control"
"Entry Bio",1,"White",0,1,2,3.44676555040801,249,"Control"
"Entry Bio",1,"White",0,0,1.3,3.71501725880988,250,"Control"
"Entry Bio",0,"White",1,1,3.7,3.42394869215758,251,"Control"
"Entry Bio",0,"White",1,0,2.3,3.48698268256688,252,"Control"
"Entry Bio",0,"Other",0,0,3,3.58179514006611,253,"Control"
"Entry Bio",1,"Other",0,0,0.7,3.41390746378053,254,"Control"
"Entry Bio",1,"White",0,0,2.7,3.47710385971376,255,"Control"
"Entry Bio",1,"Asian",0,0,3,3.7165913469482,256,"Control"
"Entry Bio",0,"White",0,0,3,3.88126084083094,257,"Control"
"Entry Bio",1,"White",0,0,1.7,3.54666638966402,258,"Control"
"Entry Bio",0,"White",1,0,3,3.55215463918638,259,"Control"
"Entry Bio",0,"White",0,0,3,3.50337640616296,260,"Control"
"Entry Bio",0,"Asian",0,0,2.3,3.74908911373613,261,"Control"
"Entry Bio",1,"Asian",0,0,2,3.15706474347838,262,"Control"
"Entry Bio",0,"Underrep Student of Color",1,0,2.3,3.53213368273432,263,"Control"
"Entry Bio",1,"White",1,0,4,3.54277762813704,264,"Control"
"Entry Bio",0,"White",0,0,3,3.71213906030148,265,"Control"
"Entry Bio",0,"Other",0,0,3,3.97353789889075,266,"Control"
"Entry Bio",1,"White",0,0,2.3,3.1990489982231,267,"Control"
"Entry Bio",1,"White",0,0,3,3.1006715022663,268,"Control"
"Entry Bio",1,"Asian",0,0,1.7,3.53239340421059,269,"Control"
"Entry Bio",1,"White",0,0,1.7,3.81911208256342,270,"Control"
"Entry Bio",0,"White",0,0,1.3,3.65590396761057,271,"Control"
"Entry Bio",0,"Other",0,0,2.3,3.31593609000699,272,"Control"
"Entry Bio",0,"Asian",0,0,2,3.95707421978891,273,"Control"
"Entry Bio",0,"White",0,0,2,3.99718622821257,274,"Control"
"Entry Bio",0,"White",1,0,3,3.72300924016211,275,"Control"
"Entry Bio",0,"Asian",0,0,2,3.32567986876581,276,"Control"
"Entry Bio",0,"White",0,1,3,3.9888056783291,277,"Control"
"Entry Bio",0,"White",0,0,3.3,3.7299639110911,278,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2.3,3.84970826452027,279,"Control"
"Entry Bio",1,"White",0,0,3.7,3.71494835729944,280,"Control"
"Entry Bio",0,"White",0,1,2.3,3.90913518817201,281,"Control"
"Entry Bio",1,"White",1,0,1,3.83685047625703,282,"Control"
"Entry Bio",1,"Other",0,0,3.3,3.62831092817976,283,"Control"
"Entry Bio",0,"White",0,1,3,2.82316305445692,284,"Control"
"Entry Bio",1,"Other",0,0,2.7,3.96791239901039,285,"Control"
"Entry Bio",0,"White",0,1,4,3.90114882897443,286,"Control"
"Entry Bio",0,"White",0,0,2.3,3.56203863274575,287,"Control"
"Entry Bio",0,"White",0,0,3.3,3.7821151334486,288,"Control"
"Entry Bio",1,"White",0,0,1.7,3.36120822369501,289,"Control"
"Entry Bio",0,"Asian",0,0,3,3.8499794436644,290,"Control"
"Entry Bio",0,"Other",1,0,3,3.73394265233231,291,"Control"
"Entry Bio",1,"Other",1,0,1,3.12314197187167,292,"Control"
"Entry Bio",0,"White",0,1,3.3,3.76533681585271,293,"Control"
"Entry Bio",0,"White",0,1,3.7,3.73153414108555,294,"Control"
"Entry Bio",1,"White",0,0,4,2.90435173230142,295,"Control"
"Entry Bio",0,"White",0,0,3,3.43284975459187,296,"Control"
"Entry Bio",0,"White",1,0,3,3.61437104931654,297,"Control"
"Entry Bio",1,"White",0,0,2,3.69316107641156,298,"Control"
"Entry Bio",1,"White",0,0,3.7,3.90617861371431,299,"Control"
"Entry Bio",0,"White",0,1,2.3,3.46389810093533,300,"Control"
"Entry Bio",0,"White",0,0,0,3.40027258536771,301,"Control"
"Entry Bio",1,"White",0,0,2.3,3.14034202426119,302,"Control"
"Entry Bio",1,"White",1,0,2,3.46075674586374,303,"Control"
"Entry Bio",0,"White",0,1,1,3.46348569596077,304,"Control"
"Entry Bio",1,"Other",0,0,1.7,3.59130120487748,305,"Control"
"Entry Bio",1,"White",0,0,2,3.40077489504091,306,"Control"
"Entry Bio",0,"White",0,0,3,3.55303243780857,307,"Control"
"Entry Bio",0,"White",0,0,1.7,3.80651188032905,308,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.3,3.38275917727952,309,"Control"
"Entry Bio",1,"Asian",0,0,4,3.43244320888243,310,"Control"
"Entry Bio",0,"Asian",0,0,2.7,3.57555243941965,311,"Control"
"Entry Bio",0,"White",0,0,2,3.84629923253993,312,"Control"
"Entry Bio",0,"White",0,0,3.7,3.27369333136565,313,"Control"
"Entry Bio",0,"White",0,0,3,3.77465368854579,314,"Control"
"Entry Bio",1,"White",0,0,2.7,3.33168379977175,315,"Control"
"Entry Bio",1,"White",0,0,2.7,3.78575255703162,316,"Control"
"Entry Bio",0,"White",1,0,3.3,3.89795882039276,317,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,1,3.25223227405578,318,"Control"
"Entry Bio",1,"White",0,0,3,3.64633823473286,319,"Control"
"Entry Bio",1,"White",0,0,1.7,3.939174367832,320,"Control"
"Entry Bio",1,"Asian",0,0,1,3.35924253979927,321,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3.3,3.72222817125004,322,"Control"
"Entry Bio",0,"White",0,0,2,3.40920443180698,323,"Control"
"Entry Bio",1,"Other",0,0,4,3.90949381923278,324,"Control"
"Entry Bio",1,"White",0,0,4,3.36461191058759,325,"Control"
"Entry Bio",0,"White",0,0,3,3.62353682988031,326,"Control"
"Entry Bio",1,"White",0,0,2.7,3.93865085563539,327,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,3.7,3.5276719500823,328,"Control"
"Entry Bio",1,"White",0,0,3,3.57346820597986,329,"Control"
"Entry Bio",1,"White",0,1,3,3.26647983755273,330,"Control"
"Entry Bio",1,"White",0,0,0,3.22127975697069,331,"Control"
"Entry Bio",1,"White",0,0,3,3.61036605329408,332,"Control"
"Entry Bio",0,"White",0,0,1,3.17578334844663,333,"Control"
"Entry Bio",1,"White",0,0,1.7,3.94149218892438,334,"Control"
"Entry Bio",0,"White",0,0,2.7,3.21568180272507,335,"Control"
"Entry Bio",1,"White",1,0,1,3.69885109142998,336,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,3.3,3.30251382940482,337,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2,3.98208376233717,338,"Control"
"Entry Bio",0,"Asian",1,0,1.3,3.54765495214114,339,"Control"
"Entry Bio",1,"White",0,1,2,3.78168981598536,340,"Control"
"Entry Bio",0,"Asian",0,0,1.3,3.37889052500141,341,"Control"
"Entry Bio",1,"White",0,1,1.7,3.71908807758839,342,"Control"
"Entry Bio",1,"Asian",0,0,2,3.68746013674606,343,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2.7,3.12974563713985,344,"Control"
"Entry Bio",0,"White",0,0,2.3,3.17123076009891,345,"Control"
"Entry Bio",1,"White",0,0,3.3,3.83509775086509,346,"Control"
"Entry Bio",0,"White",0,0,0,3.58256717572347,347,"Control"
"Entry Bio",0,"White",0,1,2,3.85862382401892,348,"Control"
"Entry Bio",0,"White",0,0,1,3.68517117107858,349,"Control"
"Entry Bio",1,"White",0,1,3,3.70162143777966,350,"Control"
"Entry Bio",1,"White",0,0,3.3,3.92501683289889,351,"Control"
"Entry Bio",1,"White",0,1,4,3.69054214316196,352,"Control"
"Entry Bio",0,"White",0,0,2.7,3.21918969082308,353,"Control"
"Entry Bio",1,"Other",0,0,3.3,2.90827051371557,354,"Control"
"Entry Bio",1,"White",0,0,2,3.03899070835808,355,"Control"
"Entry Bio",0,"White",0,0,2.7,3.121085533951,356,"Control"
"Entry Bio",1,"White",1,1,2.7,3.95515456100608,357,"Control"
"Entry Bio",1,"White",0,0,2,3.50856964259822,358,"Control"
"Entry Bio",1,"White",1,0,3,3.10311433956562,359,"Control"
"Entry Bio",0,"White",0,1,2,3.70874767637142,360,"Control"
"Entry Bio",0,"White",0,0,3,3.72805374272613,361,"Control"
"Entry Bio",0,"Asian",0,0,1.7,3.74902561214839,362,"Control"
"Entry Bio",0,"White",0,0,3,3.82951993197571,363,"Control"
"Entry Bio",0,"White",0,0,2.7,3.41331015149636,364,"Control"
"Entry Bio",0,"White",0,0,1.7,3.64338912484737,365,"Control"
"Entry Bio",1,"White",0,0,3,3.59591181443331,366,"Control"
"Entry Bio",0,"White",0,0,2,3.71831373535899,367,"Control"
"Entry Bio",0,"White",0,0,1.7,3.8158545219261,368,"Control"
"Entry Bio",0,"White",0,0,2,3.91470993258452,369,"Control"
"Entry Bio",1,"White",0,0,2.3,3.75526207426734,370,"Control"
"Entry Bio",1,"Asian",0,0,2,3.33417366126526,371,"Control"
"Entry Bio",1,"Other",1,0,2.7,3.45474839551287,372,"Control"
"Entry Bio",0,"White",0,1,3,3.34404477777188,373,"Control"
"Entry Bio",1,"White",0,0,2,3.26542692486735,374,"Control"
"Entry Bio",0,"White",0,1,1.7,3.76293194057569,375,"Control"
"Entry Bio",0,"Asian",1,0,3,3.82517649059872,376,"Control"
"Entry Bio",0,"White",0,0,0.7,3.11421129749742,377,"Control"
"Entry Bio",0,"White",0,0,1.7,3.5892611769104,378,"Control"
"Entry Bio",1,"Other",0,0,3,3.46469700773644,379,"Control"
"Entry Bio",0,"White",0,0,1.3,3.90057528858361,380,"Control"
"Entry Bio",1,"White",0,0,0,3.70193065596199,381,"Control"
"Entry Bio",1,"White",0,0,3,3.53154925967545,382,"Control"
"Entry Bio",0,"White",0,0,2.7,3.19024636268662,383,"Control"
